Experiment Number (900 series refer to external references),sample or citation,ref,solute,solute SMILES,solvent,solvent SMILES,concentration (M),wiki page,gONS,notes,identifier,solute type,solubility - solute mass (g),solvent mass (g),solvent density (g/ml),solute density (g/ml) - from ChemSpider prediction,solvent volume (ml),solute volume (ml),total vol. (ml),solute MW,moles solute,calculated concentration (M)- assumes no expansion or contraction upon mixing,calc. conc. (M) from g/100ml,liquid at room temp (y/n),solute reacts with solvent,csid,TRUE,solubility g/l ,calculated conc in moles/liter,solubility mole fraction,solvent MW (g/mol)
1049,Rytting E; Lentz KA: Chen XQ; Qian F; Venkatesh N. Aqueous and cosolvent solubility data for drug-like organic compounds. The AAPS Journal. 7:1 (2005),http://www.springerlink.com/content/um5p375020237780/,trimethoprim,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,PEG400/water(75:25)vol,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,0.056363765582595,REF,,25C,REF1049-Rytting,non-Ugi related,,,,,,,,,,,,n,,5376,FALSE,,,,
1049,Rytting E; Lentz KA: Chen XQ; Qian F; Venkatesh N. Aqueous and cosolvent solubility data for drug-like organic compounds. The AAPS Journal. 7:1 (2005),http://www.springerlink.com/content/um5p375020237780/,trimethoprim,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,water,O,0.004446312674691,REF,,25C,REF1049-Rytting,non-Ugi related,,,,,,,,,,,,n,,5376,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,trimethoprim,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,water,O,0.001380384265,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,5376,FALSE,,,,
1287,Wang 99 - S4,http://dx.doi.org/10.1021/ci800406y,trimethoprim,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,water,O,0.001119180153,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,5376,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,trimethylamine,N(C)(C)C,water,O,6.918309709189,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,1114,FALSE,,,,
1287,Wang 99 - S4,http://dx.doi.org/10.1021/ci800406y,trimipramine,c1cc3c(cc1)CCc2c(cccc2)N3CC(C)CN(C)C,water,O,0.000016259231,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,5382,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,tripelenamine,N(CCN(Cc1ccccc1)c2ncccc2)(C)C,water,O,0.002290867653,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,5385,FALSE,,,,
997,Kia Sepassi and Samuel H. Yalkowsky. Solubility Prediction in Octanol: A Technical Note. AAPS PharmSciTech 2006; 7 (1) Article 26,http://www.aapspharmscitech.org/articles/pt0701/pt070126/pt070126.pdf,triphenylene,c1ccc2c(c1)c3ccccc3c4c2cccc4,1-octanol,OCCCCCCCC,0.017,REF,,,REF997-Kia Sepassi and Samuel H. Yalkowsky. Solubility Prediction in Octanol: A Technical Note. AAPS PharmSciTech 2006; 7 (1) Article 26,non-Ugi related,,,,,,,,,,,,n,,8816,FALSE,,,,
1283,RAEVSKY OA; PERLOVICH GL and SCHAPER K-J. Physicochemical properties/descriptors governing the solubility and partitioning of chemicals in water-solvent-gas systems. Part 2. Solubility in 1-octanol. SAR and QSAR in Environmental Research Vol. 18 Nos. 5–6 July–September 2007 543–578,http://dx.doi.org/10.1080/10629360701430124,triphenylene,c1ccc2c(c1)c3ccccc3c4c2cccc4,1-octanol,OCCCCCCCC,0.0169824365,REF,,,REF1283,non-Ugi related,,,,,,,,,,,,n,,8816,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,triphenylene,c41c(c3c(c2c1cccc2)cccc3)cccc4,water,O,0.00000018197,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,8816,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,triphenylene,c3cccc4c1ccccc1c2ccccc2c43,water,O,0.00000018197,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,8816,FALSE,,,,
1308,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,triphenylene,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24,1-octanol,OCCCCCCCC,0.016982436524617,REF,,25C,REF1308-Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),non-Ugi related,,,,,,,,,,,,n,,8816,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,tripropylamine,N(CCC)(CCC)CCC,water,O,0.005248074602,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,7334,FALSE,,,,
1287,Wang 99 - S4,http://dx.doi.org/10.1021/ci800406y,tryptamine,c1ccc2c(c1)c(c[nH]2)CCN,water,O,0.000506290758,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,1118,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,tryptophan,c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)N,water,O,0.058884365536,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,6066,FALSE,,,,
1287,Wang 99 - S3,http://dx.doi.org/10.1021/ci800406y,tryptophan,c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)N,water,O,0.016982436525,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,6066,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,tryptophan,c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)N,water,O,0.058884365536,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,6066,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,tubercidin,n2(c1ncnc(c1cc2)N)C3OC(C(C3O)O)CO,water,O,0.011220184543,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,5402,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,Tyramine,NCCc1ccc(cc1)O,water,O,0.075857757503,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,5408,FALSE,,,,
113,5-,http://onschallenge.wikispaces.com/Exp113,UCExp216-3A,CC(C)(C)NC(=O)C(c1ccc2OCOc2c1)N(Cc3ccc(C)o3)C(=O)CNC(=O)OC(C)(C)C,acetonitrile,N#CC,0.040,ONSC,,,ONSCExp113,Ugi Product,,,,,,,,,,,0.04,n,n,10481872,FALSE,,,,
113,6-,http://onschallenge.wikispaces.com/Exp113,UCExp216-3A,CC(C)(C)NC(=O)C(c1ccc2OCOc2c1)N(Cc3ccc(C)o3)C(=O)CNC(=O)OC(C)(C)C,DMSO,O=S(C)C,0.280,ONSC,,,ONSCExp113,Ugi Product,,,,,,,,,,,0.28,n,n,10481872,FALSE,,,,
113,2-,http://onschallenge.wikispaces.com/Exp113,UCExp216-3A,CC(C)(C)NC(=O)C(c1ccc2OCOc2c1)N(Cc3ccc(C)o3)C(=O)CNC(=O)OC(C)(C)C,ethanol,OCC,0.030,ONSC,,,ONSCExp113,Ugi Product,,,,,,,,,,,0.03,n,n,10481872,FALSE,,,,
113,1-,http://onschallenge.wikispaces.com/Exp113,UCExp216-3A,CC(C)(C)NC(=O)C(c1ccc2OCOc2c1)N(Cc3ccc(C)o3)C(=O)CNC(=O)OC(C)(C)C,methanol, 	 OC,0.060,ONSC,,,ONSCExp113,Ugi Product,,,,,,,,,,,0.06,n,n,10481872,FALSE,,,,
113,4-,http://onschallenge.wikispaces.com/Exp113,UCExp216-3A,CC(C)(C)NC(=O)C(c1ccc2OCOc2c1)N(Cc3ccc(C)o3)C(=O)CNC(=O)OC(C)(C)C,toluene, 	 c1ccccc1C,0.010,ONSC,,,ONSCExp113,Ugi Product,,,,,,,,,,,0.01,n,n,10481872,FALSE,,,,
206,2-,http://onschallenge.wikispaces.com/Exp206,UCexp262-1,Oc1ccc(cc1OC)/C=N/c2ccccc2,ethanol,OCC,0.070,ONSC,,,ONSC206-2,imine,,,,,,,,,,,,n,n,21361761,FALSE,,,,
65,3-,http://onschallenge.wikispaces.com/Exp065,Ugi product 104C (UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccc(OC)c(OC)c2)C(=O)NC(C)(C)C,methanol,OC,0.290,ONSC,,,ONSC65-3-,Ugi Product,,,,,,,,,,,,n,,21106057,FALSE,,,,
65,5-,http://onschallenge.wikispaces.com/Exp065,Ugi product 108C (UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NCc3ccccc3,methanol,OC,0.360,ONSC,,,ONSC65-5-,Ugi Product,,,,,,,,,,,,n,,21106009,FALSE,,,,
65,6-,http://onschallenge.wikispaces.com/Exp065,Ugi product 109C(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccc(o1)C(F)(F)F)C(c2ccccc2)C(=O)NCc3ccccc3,methanol,OC,0.150,ONSC,,,ONSC65-6-,Ugi Product,,,,,,,,,,,,n,,21105565,FALSE,,,,
96,D,http://onschallenge.wikispaces.com/Exp096,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,acetonitrile,N#CC,0.020,ONSC,,,ONS96-D-,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
96,F,http://onschallenge.wikispaces.com/Exp096,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,toluene,c1ccccc1C,0.140,ONSC,,,ONS96-F-,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
145,3B,http://onschallenge.wikispaces.com/Exp145,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,acetonitrile,N#CC,0.020,ONSC,,,ONS145-3B,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
145,3B-bc,http://onschallenge.wikispaces.com/Exp145,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,acetonitrile,N#CC,0.020,ONSC,,,ONS145-3B-bc,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
145,1B,http://onschallenge.wikispaces.com/Exp145,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,benzene,c1ccccc1,0.050,ONSC,,,ONS145-1B-,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
145,1B-bc,http://onschallenge.wikispaces.com/Exp145,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,benzene,c1ccccc1,0.050,ONSC,,,ONS1451B-bc,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
145,5B,http://onschallenge.wikispaces.com/Exp145,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,ethanol,OCC,0.000,ONSC,,,ONS145-5B,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
145,5B-bc,http://onschallenge.wikispaces.com/Exp145,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,ethanol,OCC,0.000,ONSC,,,ONS145-5B-bc,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
145,4B,http://onschallenge.wikispaces.com/Exp145,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,methanol,OC,0.030,ONSC,,,ONS145-4B,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
145,4B-bc,http://onschallenge.wikispaces.com/Exp145,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,methanol,OC,0.030,ONSC,,,ONS145-4B-bc,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
145,2B,http://onschallenge.wikispaces.com/Exp145,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,THF,O1CCCC1,0.390,ONSC,,,ONS145-2B,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
145,2B-bc,http://onschallenge.wikispaces.com/Exp145,Ugi product 148B,CC(C)(C)NC(=O)C(N(CCCCCCC)C(=O)\C=C\C)c2cc3ccccc3c1ccccc12,THF,O1CCCC1,0.400,ONSC,,,ONS145-2B-bc,Ugi Product,,,,,,,,,,,,n,,21106058,FALSE,,,,
65,7-,http://onschallenge.wikispaces.com/Exp065,Ugi product 150D(UC),CC(C)(C)NC(=O)C(N(Cc1ccccc1)C(=O)\C=C\C)c3cc4ccccc4c2ccccc23,methanol,OC,0.070,ONSC,,,ONSC65-7-,Ugi Product,,,,,,,,,,,,n,,21105601,FALSE,,,,
78,C,http://onschallenge.wikispaces.com/Exp078,Ugi product 150D(UC),CC(C)(C)NC(=O)C(N(Cc1ccccc1)C(=O)\C=C\C)c3cc4ccccc4c2ccccc23,acetonitrile,N#CC,0.040,ONSC,,,ONS78-C,Ugi Product,,,,,,,,,,,,n,,21105601,FALSE,,,,
78,F,http://onschallenge.wikispaces.com/Exp078,Ugi product 150D(UC),CC(C)(C)NC(=O)C(N(Cc1ccccc1)C(=O)\C=C\C)c3cc4ccccc4c2ccccc23,DMSO,O=S(C)C,0.180,ONSC,,,ONS78-F,Ugi Product,,,,,,,,,,,,n,,21105601,FALSE,,,,
78,B,http://onschallenge.wikispaces.com/Exp078,Ugi product 150D(UC),CC(C)(C)NC(=O)C(N(Cc1ccccc1)C(=O)\C=C\C)c3cc4ccccc4c2ccccc23,ethanol,OCC,0.040,ONSC,,,ONS78-B,Ugi Product,,,,,,,,,,,,n,,21105601,FALSE,,,,
78,A,http://onschallenge.wikispaces.com/Exp078,Ugi product 150D(UC),CC(C)(C)NC(=O)C(N(Cc1ccccc1)C(=O)\C=C\C)c3cc4ccccc4c2ccccc23,methanol,OC,0.060,ONSC,,,ONS78-A,Ugi Product,,,,,,,,,,,,n,,21105601,FALSE,,,,
78,D,http://onschallenge.wikispaces.com/Exp078,Ugi product 150D(UC),CC(C)(C)NC(=O)C(N(Cc1ccccc1)C(=O)\C=C\C)c3cc4ccccc4c2ccccc23,THF,O1CCCC1,0.490,ONSC,,,ONS78-D,Ugi Product,,,,,,,,,,,,n,,21105601,FALSE,,,,
78,E,http://onschallenge.wikispaces.com/Exp078,Ugi product 150D(UC),CC(C)(C)NC(=O)C(N(Cc1ccccc1)C(=O)\C=C\C)c3cc4ccccc4c2ccccc23,toluene,c1ccccc1C,0.040,ONSC,,,ONS78-E,Ugi Product,,,,,,,,,,,,n,,21105601,FALSE,,,,
65,8-,http://onschallenge.wikispaces.com/Exp065,Ugi product 171K (UC),CN(C)c1ccc(cc1)C(C(=O)NC(C)(C)C)N(C)C(=O)CCCc5ccc4ccc3cccc2ccc5c4c23,methanol,OC,0.020,ONSC,,,ONSC65-8-,Ugi Product,,,,,,,,,,,,n,,21105842,FALSE,,,,
65,9-,http://onschallenge.wikispaces.com/Exp065,Ugi product 173B (UC),CC(C)(C)NC(=O)C(N(C)C(=O)CCCc4ccc3ccc2cccc1ccc4c3c12)c5ccc(C)cc5,methanol,OC,0.080,ONSC,,,ONSC65-9-,Ugi Product,,,,,,,,,,,,n,,21105844,FALSE,,,,
65,10-,http://onschallenge.wikispaces.com/Exp065,Ugi product 173G (UC),COc1cc(cc(OC)c1)C(C(=O)NCCCC)N(Cc2ccccc2)C(=O)C#Cc3ccccc3,methanol,OC,0.180,ONSC,,,ONSC65-10-,Ugi Product,,,,,,,,,,,,n,,21105845,FALSE,,,,
127,7A,http://onschallenge.wikispaces.com/Exp127,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,"1,4-dioxane",O1CCOCC1,0.190,ONSC,,,ONSC127-7A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
127,4A,http://onschallenge.wikispaces.com/Exp127,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,acetonitrile,N#CC,0.020,ONSC,,,ONSC127-4A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
127,8A,http://onschallenge.wikispaces.com/Exp127,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,benzene,c1ccccc1,0.030,ONSC,,,ONSC127-8A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
127,10A,http://onschallenge.wikispaces.com/Exp127,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,diethyl ether,O(CC)CC,0.020,ONSC,,,ONSC127-10A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
127,6A,http://onschallenge.wikispaces.com/Exp127,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,DMF,O=CN(C)C,0.270,ONSC,,,ONSC127-6A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
127,5A,http://onschallenge.wikispaces.com/Exp127,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,DMSO,O=S(C)C,0.190,ONSC,,,ONSC127-5A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
127,2A,http://onschallenge.wikispaces.com/Exp127,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,ethanol,OCC,0.010,ONSC,,,ONSC127-2A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
127,1A,http://onschallenge.wikispaces.com/Exp127,Ugi product 176C (UC), 	 O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,methanol,OC,0.020,ONSC,,,ONSC127-1A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
127,3A,http://onschallenge.wikispaces.com/Exp127,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,THF,O1CCCC1,0.280,ONSC,,,ONSC127-3A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
127,9A,http://onschallenge.wikispaces.com/Exp127,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,toluene,c1ccccc1C,0.030,ONSC,,,ONSC127-9A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
144,1A,http://onschallenge.wikispaces.com/Exp144,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,benzene,c1ccccc1,0.030,ONSC,,,ONSC144-1A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
144,2A,http://onschallenge.wikispaces.com/Exp144,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,benzene,c1ccccc1,0.030,ONSC,,,ONSC144-2A,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
155,155-A-1,http://onschallenge.wikispaces.com/Exp155,Ugi product 176C (UC), 	O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,1-octanol,OCCCCCCCC,0.010,ONSC,,,ONSCExp155-A-1,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
155,155-A-2,http://onschallenge.wikispaces.com/Exp155,Ugi product 176C (UC),O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,1-octanol,OCCCCCCCC,0.010,ONSC,,,ONSCExp155-A-2,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
165,3-,http://onschallenge.wikispaces.com/Exp165,Ugi product 176C (UC), 	 O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,ethyl acetate,O=C(OCC)C,0.010,ONSC,,,ONSC165-3-,Ugi Product,,,,,,,,,,,,n,,21105594,FALSE,,,,
65,11-,http://onschallenge.wikispaces.com/Exp065,Ugi product 176C (UC) DONOTUSE, 	 O=C(Cc1ccccc1)N(Cc2ccco2)C(c4cc5ccccc5c3ccccc34)C(=O)NCCCC,methanol,OC,0.080,ONSC,,,ONSC65-11-,Ugi Product,,,,,,,,,,,,DONOTUSE,,21105594,FALSE,,,,
56,14-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,2-propanol,OC(C)C,0.000,ONSC,,,ONSC56-14-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,6-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,acetonitrile,N#CC,0.022,ONSC,,,ONSC56-6-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,2-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,benzene,c1ccccc1,0.006,ONSC,,,ONSC56-2-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,13-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,carbon tetrachloride,ClC(Cl)(Cl)Cl,0.003,ONSC,,,ONSC56-13-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,7-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,chloroform,ClC(Cl)Cl,0.567,ONSC,,,ONSC56-7-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,10-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,cyclohexane,C1CCCCC1,0.000,ONSC,,,ONSC56-10-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,11-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,cyclopentane,C1CCCC1,0.000,ONSC,,,ONSC56-11-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,12-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,dichloromethane,C(Cl)Cl,0.238,ONSC,,,ONSC56-12-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,9-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,diethyl ether,O(CC)CC,0.000,ONSC,,,ONSC56-9-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,15-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,DMF,CN(C)C=O,0.239,ONSC,,,ONSC56-15-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,8-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,DMSO,O=S(C)C,0.229,ONSC,,,ONSC56-8-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,4-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,ethanol,OCC,0.017,ONSC,,,ONSC56-4-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,17-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,hexane,CCCCCC,0.000,ONSC,,,ONSC56-17-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,3-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,methanol,OC,0.046,ONSC,,,ONSC56-3-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,1-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,THF,O1CCCC1,0.258,ONSC,,,ONSC56-1-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
56,5-,http://onschallenge.wikispaces.com/Exp056,Ugi product 206B(UC),O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NC(C)(C)C,toluene,c1ccccc1C,0.010,ONSC,,,ONSC56-5-,Ugi Product,,,,,,,,,,,,n,,21106059,FALSE,,,,
27,27E,http://onschallenge.wikispaces.com/Exp027,Ugi product 214C(UC),CC(C)(C)NC(=O)C(N(Cc1ccccc1)C(=O)\C=C\C)c3cc4ccccc4c2ccccc23,methanol,OC,0.007,ONSC,,,ONSC27-27E,Ugi Product,,,,,,,,,,,,n,,21105601,FALSE,,,,
27,27F,http://onschallenge.wikispaces.com/Exp027,Ugi product 214C(UC),CC(C)(C)NC(=O)C(N(Cc1ccccc1)C(=O)\C=C\C)c3cc4ccccc4c2ccccc23,THF,O1CCCC1,0.352,ONSC,,,ONSC27-27F,Ugi Product,,,,,,,,,,,,n,,21105601,FALSE,,,,
71,21-,http://onschallenge.wikispaces.com/Exp071,Ugi product 215F(UC),Clc5ccc(CC(=O)N(Cc1ccccc1)C(c3cc4ccccc4c2ccccc23)C(=O)NCCCC)cc5,acetonitrile,N#CC,0.040,ONSC,,,ONSC71-21-,Ugi Product,,,,,,,,,,,,n,,21106077,FALSE,,,,
